product_id,name,category,brand,price,description
306,Puma Story Book,Books,Puma,33044,Puma Story Book in Books category with premium quality features.
307,HP Washing Machine,Home Appliances,HP,26919,HP Washing Machine in Home Appliances category with premium quality features.
308,Realme History Book,Books,Realme,7582,Realme History Book in Books category with premium quality features.
309,Nike Laptop,Electronics,Nike,25654,Nike Laptop in Electronics category with premium quality features.
310,Sony Math Book,Books,Sony,79551,Sony Math Book in Books category with premium quality features.
311,Realme Skipping Rope,Sports,Realme,44082,Realme Skipping Rope in Sports category with premium quality features.
312,Asus Face Cream,Beauty,Asus,33307,Asus Face Cream in Beauty category with premium quality features.
313,Realme Gym Gloves,Sports,Realme,48850,Realme Gym Gloves in Sports category with premium quality features.
314,Sony Business Book,Books,Sony,28944,Sony Business Book in Books category with premium quality features.
315,Loreal Hair Oil,Beauty,Loreal,14321,Loreal Hair Oil in Beauty category with premium quality features.
316,Puma Mouse,Electronics,Puma,59005,Puma Mouse in Electronics category with premium quality features.
317,HP Programming Book,Books,HP,30525,HP Programming Book in Books category with premium quality features.
318,Philips Earbuds,Electronics,Philips,28752,Philips Earbuds in Electronics category with premium quality features.
319,Mi Shirt,Fashion,Mi,85879,Mi Shirt in Fashion category with premium quality features.
320,Mi Gym Gloves,Sports,Mi,55510,Mi Gym Gloves in Sports category with premium quality features.
321,Philips Watch,Fashion,Philips,84636,Philips Watch in Fashion category with premium quality features.
322,Acer Air Cooler,Home Appliances,Acer,75589,Acer Air Cooler in Home Appliances category with premium quality features.
323,Himalaya Sneakers,Fashion,Himalaya,86743,Himalaya Sneakers in Fashion category with premium quality features.
324,Philips AI Book,Books,Philips,70076,Philips AI Book in Books category with premium quality features.
325,LG History Book,Books,LG,89181,LG History Book in Books category with premium quality features.
326,Puma Speaker,Electronics,Puma,65916,Puma Speaker in Electronics category with premium quality features.
327,Nike Face Wash,Beauty,Nike,55314,Nike Face Wash in Beauty category with premium quality features.
328,Loreal Water Heater,Home Appliances,Loreal,87615,Loreal Water Heater in Home Appliances category with premium quality features.
329,Asus Earbuds,Electronics,Asus,13007,Asus Earbuds in Electronics category with premium quality features.
330,Acer Body Lotion,Beauty,Acer,51366,Acer Body Lotion in Beauty category with premium quality features.
331,Dell Speaker,Electronics,Dell,50923,Dell Speaker in Electronics category with premium quality features.
332,Lenovo History Book,Books,Lenovo,1164,Lenovo History Book in Books category with premium quality features.
333,Mi Vacuum Cleaner,Home Appliances,Mi,16568,Mi Vacuum Cleaner in Home Appliances category with premium quality features.
334,Nivea Sunglasses,Fashion,Nivea,31121,Nivea Sunglasses in Fashion category with premium quality features.
335,Samsung Programming Book,Books,Samsung,26625,Samsung Programming Book in Books category with premium quality features.
336,Samsung Exam Guide,Books,Samsung,56578,Samsung Exam Guide in Books category with premium quality features.
337,Himalaya Novel,Books,Himalaya,35783,Himalaya Novel in Books category with premium quality features.
338,Nivea Keyboard,Electronics,Nivea,15608,Nivea Keyboard in Electronics category with premium quality features.
339,Apple Ceiling Fan,Home Appliances,Apple,15516,Apple Ceiling Fan in Home Appliances category with premium quality features.
340,LG Math Book,Books,LG,87025,LG Math Book in Books category with premium quality features.
341,Apple Earbuds,Electronics,Apple,90056,Apple Earbuds in Electronics category with premium quality features.
342,Asus Ceiling Fan,Home Appliances,Asus,5716,Asus Ceiling Fan in Home Appliances category with premium quality features.
343,Nivea Keyboard,Electronics,Nivea,21774,Nivea Keyboard in Electronics category with premium quality features.
344,Puma AI Book,Books,Puma,52848,Puma AI Book in Books category with premium quality features.
345,Asus Sneakers,Fashion,Asus,56725,Asus Sneakers in Fashion category with premium quality features.
346,Asus Water Heater,Home Appliances,Asus,72561,Asus Water Heater in Home Appliances category with premium quality features.
347,Adidas Power Bank,Electronics,Adidas,8981,Adidas Power Bank in Electronics category with premium quality features.
348,Nivea Exam Guide,Books,Nivea,99880,Nivea Exam Guide in Books category with premium quality features.
349,Acer Football,Sports,Acer,60961,Acer Football in Sports category with premium quality features.
350,Adidas Vacuum Cleaner,Home Appliances,Adidas,38891,Adidas Vacuum Cleaner in Home Appliances category with premium quality features.
351,Realme Math Book,Books,Realme,15710,Realme Math Book in Books category with premium quality features.
352,Boat Face Wash,Beauty,Boat,51666,Boat Face Wash in Beauty category with premium quality features.
353,Nike History Book,Books,Nike,29557,Nike History Book in Books category with premium quality features.
354,Acer History Book,Books,Acer,30206,Acer History Book in Books category with premium quality features.
355,Nike Mixer,Home Appliances,Nike,48658,Nike Mixer in Home Appliances category with premium quality features.
356,Nike Cap,Fashion,Nike,64982,Nike Cap in Fashion category with premium quality features.
357,OnePlus Tablet,Electronics,OnePlus,59380,OnePlus Tablet in Electronics category with premium quality features.
358,Apple Sports Shoes,Sports,Apple,17778,Apple Sports Shoes in Sports category with premium quality features.
359,LG Business Book,Books,LG,11557,LG Business Book in Books category with premium quality features.
360,Himalaya Refrigerator,Home Appliances,Himalaya,22006,Himalaya Refrigerator in Home Appliances category with premium quality features.
361,Nike Cap,Fashion,Nike,7316,Nike Cap in Fashion category with premium quality features.
362,Acer Shoes,Fashion,Acer,48556,Acer Shoes in Fashion category with premium quality features.
363,Acer Tablet,Electronics,Acer,13302,Acer Tablet in Electronics category with premium quality features.
364,Himalaya Vacuum Cleaner,Home Appliances,Himalaya,41294,Himalaya Vacuum Cleaner in Home Appliances category with premium quality features.
365,Nivea Shirt,Fashion,Nivea,83985,Nivea Shirt in Fashion category with premium quality features.
366,Dell Ceiling Fan,Home Appliances,Dell,16507,Dell Ceiling Fan in Home Appliances category with premium quality features.
367,Puma Cricket Bat,Sports,Puma,91470,Puma Cricket Bat in Sports category with premium quality features.
368,OnePlus T-Shirt,Fashion,OnePlus,67277,OnePlus T-Shirt in Fashion category with premium quality features.
369,Samsung Earbuds,Electronics,Samsung,82781,Samsung Earbuds in Electronics category with premium quality features.
370,Nivea Sports Shoes,Sports,Nivea,13812,Nivea Sports Shoes in Sports category with premium quality features.
371,HP Tablet,Electronics,HP,28108,HP Tablet in Electronics category with premium quality features.
372,Acer Ceiling Fan,Home Appliances,Acer,89217,Acer Ceiling Fan in Home Appliances category with premium quality features.
373,Sony Exam Guide,Books,Sony,73331,Sony Exam Guide in Books category with premium quality features.
374,HP History Book,Books,HP,28410,HP History Book in Books category with premium quality features.
375,Philips Sports Shoes,Sports,Philips,47849,Philips Sports Shoes in Sports category with premium quality features.
376,Sony Football,Sports,Sony,40155,Sony Football in Sports category with premium quality features.
377,Apple Shampoo,Beauty,Apple,20563,Apple Shampoo in Beauty category with premium quality features.
378,Nike Smart Watch,Electronics,Nike,61033,Nike Smart Watch in Electronics category with premium quality features.
379,Lenovo Air Cooler,Home Appliances,Lenovo,18592,Lenovo Air Cooler in Home Appliances category with premium quality features.
380,Apple Tablet,Electronics,Apple,15683,Apple Tablet in Electronics category with premium quality features.
381,Adidas Watch,Fashion,Adidas,95403,Adidas Watch in Fashion category with premium quality features.
382,Asus Biography,Books,Asus,24011,Asus Biography in Books category with premium quality features.
383,Philips Shampoo,Beauty,Philips,96364,Philips Shampoo in Beauty category with premium quality features.
384,Samsung Shoes,Fashion,Samsung,71371,Samsung Shoes in Fashion category with premium quality features.
385,Loreal T-Shirt,Fashion,Loreal,63869,Loreal T-Shirt in Fashion category with premium quality features.
386,Asus Tennis Racket,Sports,Asus,67180,Asus Tennis Racket in Sports category with premium quality features.
387,OnePlus Hair Oil,Beauty,OnePlus,55446,OnePlus Hair Oil in Beauty category with premium quality features.
388,Asus Mixer,Home Appliances,Asus,81629,Asus Mixer in Home Appliances category with premium quality features.
389,Asus Air Cooler,Home Appliances,Asus,77771,Asus Air Cooler in Home Appliances category with premium quality features.
390,Nike Deodorant,Beauty,Nike,13799,Nike Deodorant in Beauty category with premium quality features.
391,Asus Sports Shoes,Sports,Asus,50660,Asus Sports Shoes in Sports category with premium quality features.
392,Acer History Book,Books,Acer,93258,Acer History Book in Books category with premium quality features.
393,Dell Smartphone,Electronics,Dell,61608,Dell Smartphone in Electronics category with premium quality features.
394,Nivea Monitor,Electronics,Nivea,96480,Nivea Monitor in Electronics category with premium quality features.
395,Apple Washing Machine,Home Appliances,Apple,88018,Apple Washing Machine in Home Appliances category with premium quality features.
396,Sony Tablet,Electronics,Sony,37970,Sony Tablet in Electronics category with premium quality features.
397,HP Speaker,Electronics,HP,31452,HP Speaker in Electronics category with premium quality features.
398,Samsung Dumbbells,Sports,Samsung,87604,Samsung Dumbbells in Sports category with premium quality features.
399,LG Mixer,Home Appliances,LG,4784,LG Mixer in Home Appliances category with premium quality features.
400,Asus Yoga Mat,Sports,Asus,51770,Asus Yoga Mat in Sports category with premium quality features.
401,Asus Monitor,Electronics,Asus,32547,Asus Monitor in Electronics category with premium quality features.
402,Asus Earbuds,Electronics,Asus,93764,Asus Earbuds in Electronics category with premium quality features.
403,Dell Water Heater,Home Appliances,Dell,40103,Dell Water Heater in Home Appliances category with premium quality features.
404,Puma Gym Gloves,Sports,Puma,34440,Puma Gym Gloves in Sports category with premium quality features.
405,HP Biography,Books,HP,24834,HP Biography in Books category with premium quality features.
406,Asus Business Book,Books,Asus,94550,Asus Business Book in Books category with premium quality features.
407,Adidas Business Book,Books,Adidas,48278,Adidas Business Book in Books category with premium quality features.
408,Nike History Book,Books,Nike,6423,Nike History Book in Books category with premium quality features.
409,Apple AI Book,Books,Apple,28346,Apple AI Book in Books category with premium quality features.
410,HP Shampoo,Beauty,HP,84647,HP Shampoo in Beauty category with premium quality features.
411,LG Sunscreen,Beauty,LG,88446,LG Sunscreen in Beauty category with premium quality features.
412,Samsung Biography,Books,Samsung,18186,Samsung Biography in Books category with premium quality features.
413,Philips Skipping Rope,Sports,Philips,43650,Philips Skipping Rope in Sports category with premium quality features.
414,Asus Body Lotion,Beauty,Asus,38248,Asus Body Lotion in Beauty category with premium quality features.
415,Loreal Earbuds,Electronics,Loreal,21764,Loreal Earbuds in Electronics category with premium quality features.
416,Sony Cricket Bat,Sports,Sony,86692,Sony Cricket Bat in Sports category with premium quality features.
417,LG Laptop,Electronics,LG,92953,LG Laptop in Electronics category with premium quality features.
418,Samsung Sunscreen,Beauty,Samsung,97803,Samsung Sunscreen in Beauty category with premium quality features.
419,Asus Tennis Racket,Sports,Asus,67419,Asus Tennis Racket in Sports category with premium quality features.
420,Asus Body Lotion,Beauty,Asus,41752,Asus Body Lotion in Beauty category with premium quality features.
421,Realme Hair Oil,Beauty,Realme,53384,Realme Hair Oil in Beauty category with premium quality features.
422,Himalaya AI Book,Books,Himalaya,23292,Himalaya AI Book in Books category with premium quality features.
423,Puma Programming Book,Books,Puma,56475,Puma Programming Book in Books category with premium quality features.
424,Adidas Smart Watch,Electronics,Adidas,29832,Adidas Smart Watch in Electronics category with premium quality features.
425,Nivea Shampoo,Beauty,Nivea,78610,Nivea Shampoo in Beauty category with premium quality features.
426,Samsung Smart Watch,Electronics,Samsung,89749,Samsung Smart Watch in Electronics category with premium quality features.
427,Asus Speaker,Electronics,Asus,30597,Asus Speaker in Electronics category with premium quality features.
428,Philips Lip Balm,Beauty,Philips,5326,Philips Lip Balm in Beauty category with premium quality features.
429,Dell Skipping Rope,Sports,Dell,2983,Dell Skipping Rope in Sports category with premium quality features.
430,Nike Jeans,Fashion,Nike,83601,Nike Jeans in Fashion category with premium quality features.
431,Philips Cap,Fashion,Philips,86841,Philips Cap in Fashion category with premium quality features.
432,HP Shampoo,Beauty,HP,45023,HP Shampoo in Beauty category with premium quality features.
433,Nivea Sunglasses,Fashion,Nivea,11568,Nivea Sunglasses in Fashion category with premium quality features.
434,OnePlus Business Book,Books,OnePlus,87426,OnePlus Business Book in Books category with premium quality features.
435,Adidas Watch,Fashion,Adidas,2678,Adidas Watch in Fashion category with premium quality features.
436,Adidas Shampoo,Beauty,Adidas,26733,Adidas Shampoo in Beauty category with premium quality features.
437,Sony Body Lotion,Beauty,Sony,5212,Sony Body Lotion in Beauty category with premium quality features.
438,HP Helmet,Sports,HP,1852,HP Helmet in Sports category with premium quality features.
439,Asus Face Cream,Beauty,Asus,3536,Asus Face Cream in Beauty category with premium quality features.
440,Philips Refrigerator,Home Appliances,Philips,93362,Philips Refrigerator in Home Appliances category with premium quality features.
441,HP Earbuds,Electronics,HP,9586,HP Earbuds in Electronics category with premium quality features.
442,HP Gym Gloves,Sports,HP,58176,HP Gym Gloves in Sports category with premium quality features.
443,Philips Jacket,Fashion,Philips,975,Philips Jacket in Fashion category with premium quality features.
444,OnePlus Skipping Rope,Sports,OnePlus,12234,OnePlus Skipping Rope in Sports category with premium quality features.
445,Nike Biography,Books,Nike,83772,Nike Biography in Books category with premium quality features.
446,Samsung Keyboard,Electronics,Samsung,46857,Samsung Keyboard in Electronics category with premium quality features.
447,Nivea Story Book,Books,Nivea,47631,Nivea Story Book in Books category with premium quality features.
448,Philips T-Shirt,Fashion,Philips,71246,Philips T-Shirt in Fashion category with premium quality features.
449,Realme Biography,Books,Realme,21702,Realme Biography in Books category with premium quality features.
450,Himalaya Vacuum Cleaner,Home Appliances,Himalaya,1014,Himalaya Vacuum Cleaner in Home Appliances category with premium quality features.
451,OnePlus Iron,Home Appliances,OnePlus,44838,OnePlus Iron in Home Appliances category with premium quality features.
452,Lenovo Biography,Books,Lenovo,19249,Lenovo Biography in Books category with premium quality features.
453,Philips Power Bank,Electronics,Philips,50848,Philips Power Bank in Electronics category with premium quality features.
454,Asus Story Book,Books,Asus,83805,Asus Story Book in Books category with premium quality features.
455,Mi Lip Balm,Beauty,Mi,4254,Mi Lip Balm in Beauty category with premium quality features.
456,Adidas Face Cream,Beauty,Adidas,54248,Adidas Face Cream in Beauty category with premium quality features.
457,Samsung Tennis Racket,Sports,Samsung,95951,Samsung Tennis Racket in Sports category with premium quality features.
458,LG Monitor,Electronics,LG,8656,LG Monitor in Electronics category with premium quality features.
459,LG Speaker,Electronics,LG,86889,LG Speaker in Electronics category with premium quality features.
460,Nivea Jacket,Fashion,Nivea,28398,Nivea Jacket in Fashion category with premium quality features.
461,LG Sunscreen,Beauty,LG,6556,LG Sunscreen in Beauty category with premium quality features.
462,Loreal Hoodie,Fashion,Loreal,48935,Loreal Hoodie in Fashion category with premium quality features.
463,Realme Novel,Books,Realme,59785,Realme Novel in Books category with premium quality features.
464,Samsung Exam Guide,Books,Samsung,21004,Samsung Exam Guide in Books category with premium quality features.
465,Nike Tablet,Electronics,Nike,41527,Nike Tablet in Electronics category with premium quality features.
466,Himalaya Sunscreen,Beauty,Himalaya,96745,Himalaya Sunscreen in Beauty category with premium quality features.
467,LG Air Purifier,Home Appliances,LG,70296,LG Air Purifier in Home Appliances category with premium quality features.
468,Apple Earbuds,Electronics,Apple,8574,Apple Earbuds in Electronics category with premium quality features.
469,Acer Jacket,Fashion,Acer,39705,Acer Jacket in Fashion category with premium quality features.
470,Realme Novel,Books,Realme,66342,Realme Novel in Books category with premium quality features.
471,Nike Mixer,Home Appliances,Nike,35531,Nike Mixer in Home Appliances category with premium quality features.
472,Asus Story Book,Books,Asus,87216,Asus Story Book in Books category with premium quality features.
473,Realme Novel,Books,Realme,99176,Realme Novel in Books category with premium quality features.
474,Loreal Smart Watch,Electronics,Loreal,17937,Loreal Smart Watch in Electronics category with premium quality features.
475,Lenovo Perfume,Beauty,Lenovo,84315,Lenovo Perfume in Beauty category with premium quality features.
476,Samsung Tennis Racket,Sports,Samsung,52944,Samsung Tennis Racket in Sports category with premium quality features.
477,Nivea Mixer,Home Appliances,Nivea,76547,Nivea Mixer in Home Appliances category with premium quality features.
478,HP Sports Shoes,Sports,HP,42762,HP Sports Shoes in Sports category with premium quality features.
479,Himalaya Novel,Books,Himalaya,28866,Himalaya Novel in Books category with premium quality features.
480,LG Basketball,Sports,LG,63260,LG Basketball in Sports category with premium quality features.
481,Realme Hair Oil,Beauty,Realme,56988,Realme Hair Oil in Beauty category with premium quality features.
482,Acer Programming Book,Books,Acer,31822,Acer Programming Book in Books category with premium quality features.
483,Samsung Tennis Racket,Sports,Samsung,14005,Samsung Tennis Racket in Sports category with premium quality features.
484,Samsung Face Wash,Beauty,Samsung,50028,Samsung Face Wash in Beauty category with premium quality features.
485,Puma Vacuum Cleaner,Home Appliances,Puma,7644,Puma Vacuum Cleaner in Home Appliances category with premium quality features.
486,HP Biography,Books,HP,63560,HP Biography in Books category with premium quality features.
487,Realme Gym Gloves,Sports,Realme,62274,Realme Gym Gloves in Sports category with premium quality features.
488,Samsung Keyboard,Electronics,Samsung,78577,Samsung Keyboard in Electronics category with premium quality features.
489,Loreal Cricket Bat,Sports,Loreal,48117,Loreal Cricket Bat in Sports category with premium quality features.
490,HP Yoga Mat,Sports,HP,34086,HP Yoga Mat in Sports category with premium quality features.
491,Lenovo Jeans,Fashion,Lenovo,34094,Lenovo Jeans in Fashion category with premium quality features.
492,Himalaya Air Cooler,Home Appliances,Himalaya,2786,Himalaya Air Cooler in Home Appliances category with premium quality features.
493,Adidas Smartphone,Electronics,Adidas,87873,Adidas Smartphone in Electronics category with premium quality features.
494,Dell Vacuum Cleaner,Home Appliances,Dell,55434,Dell Vacuum Cleaner in Home Appliances category with premium quality features.
495,Nike Keyboard,Electronics,Nike,45344,Nike Keyboard in Electronics category with premium quality features.
496,Samsung Jacket,Fashion,Samsung,5600,Samsung Jacket in Fashion category with premium quality features.
497,Loreal Tennis Racket,Sports,Loreal,43276,Loreal Tennis Racket in Sports category with premium quality features.
498,OnePlus Speaker,Electronics,OnePlus,60763,OnePlus Speaker in Electronics category with premium quality features.
499,Asus Hoodie,Fashion,Asus,2267,Asus Hoodie in Fashion category with premium quality features.
500,OnePlus Air Purifier,Home Appliances,OnePlus,27366,OnePlus Air Purifier in Home Appliances category with premium quality features.
